uberon_id	uberon_name	positive_evidence	no_negative_evidence
UBERON:0006790	deep white layer of superior colliculus	1	1
UBERON:0002532	epiblast (generic)	1	1
UBERON:3010065	M. gracilis major	0	1
UBERON:0004470	musculature of pelvic girdle	1	1
UBERON:2001470	anterior lateral line	0	0
UBERON:0009882	anal column	1	1
UBERON:0005436	common hepatic artery	1	1
UBERON:0004998	mucosa of pylorus	1	1
UBERON:0005863	cartilaginous condensation	1	1
UBERON:2105372	dorsal fin distal radial element 1	0	0
UBERON:0022346	dentate gyrus molecular layer middle	0	1
UBERON:0009616	presumptive midbrain	1	1
UBERON:0004694	Harderian gland epithelium	0	0
UBERON:0004432	proximal epiphysis of distal phalanx of manual digit 2	1	1
UBERON:3000805	carina proximalis	0	1
UBERON:0002644	intermediate orbital gyrus	1	1
UBERON:2001902	ceratobranchial 4 element	0	1
UBERON:0005158	parenchyma of central nervous system	0	1
UBERON:0003077	paraxial mesoderm	1	1
UBERON:0018260	layer of muscle tissue	1	1
UBERON:0002688	supramarginal gyrus	1	1
UBERON:0003587	limb connective tissue	1	1
UBERON:2001711	frontal-pterotic joint	0	1
UBERON:4300110	lateral ethmoid cartilage	0	1
UBERON:0001550	medial marginal vein	1	1
UBERON:0008323	dorsal artery of clitoris	1	1
UBERON:2001275	sublingual	0	1
UBERON:0009970	epithelium of pancreatic duct	1	1
UBERON:0002887	basal amygdaloid nucleus	1	1
UBERON:0001510	skin of knee	1	1
UBERON:0002636	lateral pulvinar nucleus	1	1
UBERON:2002062	branched caudal fin ray	0	0
UBERON:3000982	tail external integument structure	0	0
UBERON:3000833	sinus dorsalis	0	0
UBERON:0007111	Douglas' pouch	1	1
UBERON:0004425	proximal epiphysis of fourth metacarpal bone	1	1
UBERON:0001420	subscapular vein	1	1
UBERON:3000540	recessus vaginiformis	0	1
UBERON:0001349	vestibule	1	1
UBERON:0002622	preoptic periventricular nucleus	1	1
UBERON:0004195	short nephron	0	1
UBERON:0004904	neuron projection bundle connecting eye with brain	0	1
UBERON:0011874	amphiarthrosis	1	1
UBERON:0007197	hermaphroditic organism	1	1
UBERON:0011151	jaw depressor muscle	1	1
UBERON:0004814	upper respiratory tract epithelium	1	1
UBERON:0000473	testis	1	1
UBERON:5111983	manual digit 8 digitopodial skeleton	0	1
UBERON:0002221	fontanelle	1	1
UBERON:0000307	blastula	1	1
UBERON:3010447	M. extensor digitorum communis longus	0	1
UBERON:1500006	paired fin radial bone	0	0
UBERON:0015807	ear epithelium	1	1
UBERON:0009570	spinal cord sulcus limitans	1	1
UBERON:0005799	simplex uterus	0	1
UBERON:0001075	bony vertebral centrum	1	1
UBERON:0012255	inferior phrenic artery	1	1
UBERON:0015485	choledocho-duodenal junction	0	1
UBERON:0009885	interlobar artery	1	1
UBERON:0004331	proximal phalanx of manual digit 5	1	1
UBERON:0015787	upper respiratory conduit	1	1
UBERON:0009076	membrana tympaniformis lateralis	0	0
UBERON:0001742	epiglottic cartilage	1	1
UBERON:0013112	viper venom	0	0
UBERON:3010146	lacrimal	0	1
UBERON:0009769	left common cardinal vein	1	1
UBERON:0006694	cerebellum vasculature	1	1
UBERON:0025534	sensorimotor	0	1
UBERON:0002684	nucleus raphe obscurus	1	1
UBERON:3010187	inner metacarpal tubercle	0	1
UBERON:0014638	lumbar spinal cord dorsal horn	0	1
UBERON:0002413	cervical vertebra	1	1
UBERON:0035444	triangular ligament of liver	1	1
UBERON:0005348	ansiform lobule	1	1
UBERON:0016564	deep cerebral vein	1	1
UBERON:0010013	lower beak	0	0
UBERON:0008345	ileal epithelium	1	1
UBERON:3010018	M. glutaeus magnus	0	1
UBERON:0013605	layer of lateral geniculate body	1	1
UBERON:4200112	prepectoral space	0	1
UBERON:0005223	pancreas body parenchyma	1	1
UBERON:0012358	manual digitopodium bone	1	1
UBERON:0004194	long nephron	0	1
UBERON:3000803	sulcus articularis lateralis	0	1
UBERON:0003280	endothelium of main bronchus	0	1
UBERON:0005310	pronephric nephron tubule	0	1
UBERON:0002833	medial nucleus of trapezoid body	1	1
UBERON:4300092	mesocoracoid element	0	1
UBERON:0007276	crista of ampulla of lateral semicircular duct of membranous laybrinth	1	1
UBERON:0012121	respiratory velum	0	1
UBERON:0007331	maxillary rhamphotheca	0	0
UBERON:0005695	manual digit 5 mesenchyme	1	1
UBERON:0013512	row of feathers	0	0
UBERON:0014647	hemisphere part of cerebellar anterior lobe	1	1
UBERON:0001115	left lobe of liver	1	1
UBERON:0004759	cranial salt gland	0	1
UBERON:0010151	duct of bulbourethral gland	1	1
UBERON:0000366	flexor muscle	1	1
UBERON:0011366	cleidobrachialis muscle	0	1
UBERON:2001613	dorsal fin middle radial bone	0	0
UBERON:2001619	post-otic sensory canal	0	0
UBERON:0004768	bone of lower jaw	1	1
UBERON:0011120	laryngeal joint	1	1
UBERON:0034734	medial olfactory stria	1	1
UBERON:0002030	nipple	1	1
UBERON:0000199	neck of radius	1	1
UBERON:0002281	vestibular membrane of cochlear duct	1	1
UBERON:0006430	xiphoid cartilage	1	1
UBERON:0001335	prostatic urethra	1	1
UBERON:0008439	webbed interdigital region between pedal digits	0	1
UBERON:0015875	heel	1	1
UBERON:0010893	median external naris	0	0
UBERON:0004180	mammary gland fat	0	1
UBERON:0009494	pharyngeal arch mesenchymal region	1	1
UBERON:2000072	somite 1	0	1
UBERON:0034939	future piston	0	0
UBERON:0004832	anal region skeletal muscle	1	1
UBERON:0008854	root of molar tooth	1	1
UBERON:0020550	auricular blood vessel	1	1
UBERON:0001525	extensor carpi radialis brevis muscle	1	1
UBERON:4440008	fin radial skeleton	0	0
UBERON:0010330	eyelid mesenchyme	1	1
UBERON:2001168	vertebral element 2	0	1
UBERON:0002260	ventral root of spinal cord	1	1
UBERON:0013759	internal cervical os	1	1
UBERON:0009664	gut mesentery	1	1
UBERON:0005639	right lung cranial lobe epithelium	1	1
UBERON:0001646	abducens nerve	1	1
UBERON:0027309	paravermis of the posterior lobe of the cerebellum	1	1
UBERON:0018261	muscular coat of digestive tract	1	1
UBERON:0029636	lumbar spinal cord gray matter	0	1
UBERON:0000116	lung saccule	0	1
UBERON:2000439	superficial pelvic abductor	0	1
UBERON:0013769	uterine lumen	1	1
UBERON:0004461	musculature of head	1	1
UBERON:0009843	prostate epithelial cord	1	1
UBERON:0010255	3rd arch mesenchyme from neural crest	1	1
UBERON:0015877	parietal pelvic lymph node	1	1
UBERON:0003653	metatarsal bone of digit 4	1	1
UBERON:0005419	pectoral appendage bud	1	1
UBERON:0004950	submucosa of lobar bronchus	1	1
UBERON:2202028	pectoral fin proximal radial cartilage 3	0	0
UBERON:4200189	pedal toe disc	0	1
UBERON:2000730	somite 23	0	1
UBERON:0012151	skeleton of manual digitopodium	1	1
UBERON:2001588	pectoral fin distal radial bone	0	0
UBERON:0001405	spinalis thoracis muscle	1	1
UBERON:2001957	epibranchial 2 bone proximal cartilage	0	1
UBERON:0007499	epithelial sac	1	1
UBERON:0006358	vasa hyaloidea propria	0	1
UBERON:0011375	skin of prepuce of clitoris	1	1
UBERON:0005844	spinal cord segment	1	1
UBERON:0013488	panniculus adiposus	1	1
UBERON:0006294	stapes pre-cartilage condensation	1	1
UBERON:0004468	set of muscles of vertebral column	1	1
UBERON:0018289	paracristid	0	1
UBERON:0003669	fascia lata	1	1
UBERON:4200184	ulnar tuberosity	0	1
UBERON:0011605	supracoracoideus muscle of wing	0	0
UBERON:0018297	resorption pit	0	1
UBERON:2002074	external anterior process of basipterygium	0	1
UBERON:2002260	premaxillary-maxillary joint	0	1
UBERON:0003097	dorsal fin	0	0
UBERON:2001256	lateral floor plate	0	1
UBERON:0006048	digit 1	1	1
UBERON:0022297	palpebral branch of infra-orbital nerve	1	1
UBERON:0004363	pharyngeal arch artery	1	1
UBERON:0005645	manual digit 2 epithelium	1	1
UBERON:1500008	pelvic fin distal radial bone	0	0
UBERON:0018330	interpterygoid vacuity	0	1
UBERON:3000977	body external integument structure	0	1
UBERON:0004538	left kidney	1	1
UBERON:3000234	inferior prenasal cartilage	0	1
UBERON:0003379	cardiac muscle of right atrium	1	1
UBERON:0018292	posthypocrista	0	1
UBERON:2001146	tooth 1MD	0	1
UBERON:4300120	spinous region of dorsal fin	0	0
UBERON:0006594	gubernacular cord	0	1
UBERON:0014753	P3 area of pallium (Myxiniformes)	0	0
UBERON:0017626	transverse folds of rectum	1	1
UBERON:0008775	proximal epiphysis of fibula	1	1
UBERON:0011204	rectovesical pouch	1	1
UBERON:0007351	nucleus isthmo-opticus	0	0
UBERON:2000475	paraventricular organ	0	1
UBERON:0001319	vaginal vein	1	1
UBERON:0014596	paraventricular nucleus of the hypothalamus descending division - dorsal parvicellular part	1	1
UBERON:0005095	kidney rudiment	1	1
UBERON:0035109	plantar nerve	1	1
UBERON:0000172	vomit	0	1
UBERON:2005292	distal late tubule	0	1
UBERON:0006566	left ventricle myocardium	1	1
UBERON:0004098	tibial plateaux	0	1
UBERON:0006820	body of sternum	1	1
UBERON:0004805	seminal vesicle epithelium	0	1
UBERON:0034782	caudal CA3	1	1
UBERON:0001230	glomerular capsule	1	1
UBERON:0003295	pharyngeal gland	1	1
UBERON:2000039	median axial vein	0	1
UBERON:0011905	plantaris	1	1
UBERON:0005979	crista terminalis	1	1
UBERON:0023879	neural system	0	1
UBERON:3010802	courtship gland	0	1
UBERON:0018257	submucosa of digestive tract	1	1
UBERON:0014461	infratemporal fenestra	0	0
UBERON:0004622	sacral vertebra 1	1	1
UBERON:2005085	nasal artery	0	1
UBERON:0003373	ectoderm of footplate	1	1
UBERON:2001361	basiventral	0	1
UBERON:0013715	ilio-marsupialis muscle	0	0
UBERON:0014766	right crus of diaphragm	1	1
UBERON:2001942	autopalatine-maxillary joint	0	1
UBERON:0007379	egg	0	1
UBERON:0014735	paleocortex	1	1
UBERON:2001893	hypobranchial element	0	1
UBERON:0002844	eighth cervical dorsal root ganglion	1	1
UBERON:0000154	posterior region of body	1	1
UBERON:0005373	spinal cord dorsal column	1	1
UBERON:0002581	postcentral gyrus	1	1
UBERON:0005007	mucosa of major calyx	1	1
UBERON:0018663	recessus basilaris	0	0
UBERON:0005583	rhombomere 6 lateral wall	1	1
UBERON:0001294	inner medulla of kidney	1	1
UBERON:0006598	presumptive structure	1	1
UBERON:0034940	venous sinus cavity	0	1
UBERON:3000922	prehallux skeleton	0	1
UBERON:0004320	middle phalanx of manual digit 2	1	1
UBERON:1000001	collection of hairs on vertex	0	1
UBERON:0012071	palate bone	1	1
UBERON:0002547	tadpole	0	0
UBERON:0001581	depressor labii inferioris	1	1
UBERON:0003478	vein of lower lip	1	1
UBERON:0010419	vibrissa follicle	0	1
UBERON:0007159	lumen of colon	1	1
UBERON:0013481	crypt of Lieberkuhn of ileum	1	1
UBERON:2205377	dorsal fin distal radial cartilage 6	0	0
UBERON:0001770	lacrimal canaliculus	1	1
UBERON:2000268	anal fin proximal radial bone	0	0
UBERON:0001625	right coronary artery	1	1
UBERON:0012444	gastropege	0	0
UBERON:0004854	gastrointestinal system mesentery	1	1
UBERON:0004314	distal phalanx of manual digit 5	1	1
UBERON:0008913	perichondral bone	0	1
UBERON:0001697	orbit of skull	1	1
UBERON:0013420	groove for sigmoid sinus	1	1
UBERON:0017640	unpaired venous dural sinus	1	1
UBERON:0019279	superior rostral gyrus	1	1
UBERON:0000989	penis	1	1
UBERON:0004827	thyroid gland medulla	0	1
UBERON:0013616	primary molar tooth	1	1
UBERON:0003550	forebrain pia mater	1	1
UBERON:4200192	ulnar facet of the humerus	0	1
UBERON:2002221	pericardial muscle	0	1
UBERON:0006172	rectal diverticulum	0	1
UBERON:0014460	supratemporal fenestra	0	0
UBERON:0003688	omentum	1	1
UBERON:0009598	mesenchyme of interdigital region between digits 3 and 4	1	1
UBERON:0011786	ramus of feather barbule	0	0
UBERON:0010422	primary nodular lymphoid tissue	1	1
UBERON:0006617	left external ear	1	1
UBERON:1000010	mole	0	1
UBERON:0001677	sphenoid bone	1	1
UBERON:0010708	pectoral complex	1	1
UBERON:0002123	cortex of thymus	1	1
UBERON:0004407	distal epiphysis of radius	1	1
UBERON:2001547	abdominal scute	0	1
UBERON:2000202	efferent portion of pharyngeal arch artery	0	0
UBERON:0005057	immune organ	1	1
UBERON:3010654	rectus cervicis	0	1
UBERON:2002241	Purkinje cell layer valvula cerebelli	0	0
UBERON:0000084	ureteric bud	1	1
UBERON:0005599	common dorsal aorta	1	1
UBERON:0018372	dorsal supracondylar tubercle	0	1
UBERON:0013704	notochordal canal	0	1
UBERON:2005375	dorsal fin distal radial bone 4	0	0
UBERON:0011135	intervertebral cartilage	1	1
UBERON:0011006	endocardium of left auricle	1	1
UBERON:0012364	colloid of thyroid follicle	1	1
UBERON:0007122	pharyngeal pouch 1	1	1
UBERON:0000489	cavitated compound organ	1	1
UBERON:0001173	biliary tree	1	1
UBERON:0013685	foramen of skull	1	1
UBERON:0004986	mucosa of deferent duct	1	1
UBERON:0001572	hyoglossus muscle	1	1
UBERON:0035582	nucleus posteriodorsalis of pretectum	0	0
UBERON:0003279	endothelium of trachea	0	1
UBERON:0002051	epithelium of bronchiole	1	1
UBERON:4200198	incisor process	0	1
UBERON:0004644	fourth ventricle ependyma	1	1
UBERON:0006087	internal arcuate fiber bundle	1	1
UBERON:0012297	male urethral crest	1	1
UBERON:0014772	lateral palpebral artery	1	1
UBERON:2001845	dorsal hypohyal-ventral hypohyal joint	0	1
UBERON:0018675	pelvic splanchnic nerve	1	1
UBERON:0012357	digitopodium bone	1	1
UBERON:2007029	hindbrain neural keel	0	1
UBERON:2000468	anterior crista primordium	1	1
UBERON:0001883	olfactory tubercle	1	1
UBERON:2001875	opercular series	0	1
UBERON:5002544	digit plus metapodial segment	1	1
UBERON:0003320	mesenchyme of hip	1	1
UBERON:0008839	palmar pad	0	1
UBERON:0011850	acinus of salivary gland	1	1
UBERON:0002911	parietal operculum	1	1
UBERON:0002568	amiculum of dentate nucleus	1	1
UBERON:0011903	gizzard smooth muscle	0	0
UBERON:0010519	tail electric organ	0	0
UBERON:0005473	sacral region	1	1
UBERON:0003601	neck cartilage	1	1
UBERON:0006026	interdigital region between manual digits 1 and 2	1	1
UBERON:0010163	eyebrow	1	1
UBERON:0010136	epithelial sheet	0	1
UBERON:0015458	mediastinal fat pad	0	1
UBERON:0001604	levator palpebrae superioris	1	1
UBERON:0010545	metatarsus skeleton	1	1
UBERON:0016622	lunge feeding organ papilla	0	0
UBERON:0001560	neck of organ	1	1
UBERON:0016410	male breast	1	1
UBERON:0002496	stapes base	1	1
UBERON:0010935	tensor tympani pre-muscle condensation	1	1
UBERON:0011858	acinus of exocrine gland	1	1
UBERON:0009617	head paraxial mesoderm	1	1
UBERON:0005370	hippocampus stratum lacunosum	0	1
UBERON:0008888	vesical venous plexus	1	1
UBERON:0022247	forebrain ipsilateral fiber tracts	1	1
UBERON:0002035	medial preoptic nucleus	1	1
UBERON:0012449	mechanoreceptor	1	1
UBERON:0034771	ventral commissural nucleus of spinal cord	1	1
UBERON:0004788	kidney pelvis urothelium	1	1
UBERON:0001828	gingiva	1	1
UBERON:0005600	crus commune	1	1
UBERON:2001635	pharyngobranchial 1 bone	0	1
UBERON:0014786	extraembryonic umbilical vein	1	1
UBERON:0004929	submucosa of ascending colon	1	1
UBERON:0004386	epiphysis of ulna	1	1
UBERON:2001777	pelvic fin lepidotrichium 2	0	0
UBERON:2000952	sclerotome somite 1	0	1
UBERON:2001900	ceratobranchial 2 element	0	1
UBERON:0007727	interphalangeal joint of pedal digit 4	1	1
UBERON:0007161	medial arcuate ligament	1	1
UBERON:0014781	stomodeal ectoderm	0	1
UBERON:0003839	forelimb joint	1	1
UBERON:4200156	metapodium bone 8	0	1
UBERON:2001938	maxillary barbel	0	1
UBERON:3010682	proximal-most prepollical element	0	1
UBERON:0011796	primary remex feather	0	0
UBERON:0010389	pterygoid bone	1	1
UBERON:3010104	pectoral glands	0	1
UBERON:0011652	dorsal head of rib	0	1
UBERON:0029503	sacral spinal cord gray matter	0	1
UBERON:0008820	anterior mediastinum	1	1
UBERON:0000031	lamina propria of trachea	1	1
UBERON:0005642	ultimobranchial body epithelium	1	1
UBERON:0007691	gustatory pore	1	1
UBERON:0000063	organ subunit	1	1
UBERON:2000615	adductor arcus palatini	0	1
UBERON:0004914	duodenal papilla	1	1
UBERON:0001297	serosa of uterus	1	1
UBERON:2000462	abductor hyohyoid	0	1
UBERON:0016397	submental lymph node	1	1
UBERON:0002533	post-anal tail bud	1	0
UBERON:0006674	inguinal ring	1	1
UBERON:0003704	intrahepatic bile duct	1	1
UBERON:4200053	diphycercal tail	0	0
UBERON:0002293	costochondral joint	1	1
UBERON:0003998	hyoid bone lesser horn	1	1
UBERON:0004618	lumbar vertebra 2	1	1
UBERON:0012416	respiratory system arterial smooth muscle	0	1
UBERON:0004704	bone fossa	1	1
UBERON:0003593	thoracic cavity connective tissue	0	1
UBERON:2002282	preopercle-opercle joint	0	1
UBERON:0010574	manual digit 5 metacarpus cartilage element	1	1
UBERON:0011778	motor nucleus of vagal nerve	1	1
UBERON:0009097	gravid organism	0	1
UBERON:0002185	bronchus	1	1
UBERON:0000972	antenna	0	0
UBERON:0002227	spiral organ of cochlea	1	1
UBERON:0010696	skeleton of pedal acropodium	1	1
UBERON:0002882	supraspinal nucleus	1	1
UBERON:2001025	occipital lateral line neuromast	0	0
UBERON:0014602	paraventricular nucleus of the hypothalamus descending division	1	1
UBERON:0018550	secondary incisor tooth	1	1
UBERON:0012246	thyroid follicular lumen	1	1
UBERON:0003367	epithelium of vomeronasal organ	1	1
UBERON:0004848	respiratory system arterial endothelium	0	1
UBERON:2001051	caudal division of the internal carotid artery	0	1
UBERON:0001903	thalamic reticular nucleus	1	1
UBERON:0010501	pseudostratified smooth columnar epithelium	1	1
UBERON:0035156	dorsolateral prefrontal cortex layer 4	0	1
UBERON:0002891	cortical amygdaloid nucleus	1	1
UBERON:0006216	cervical sinus of His	1	1
UBERON:0009680	set of upper jaw teeth	1	1
UBERON:0011168	postfrontal bone	0	1
UBERON:0022434	primary superior olive	1	1
UBERON:0018673	neck of fibula	1	1
UBERON:0001242	intestinal mucosa	1	1
UBERON:0003479	thoracic cavity vein	1	1
UBERON:0015035	pedal digit 5 phalanx endochondral element	1	1
UBERON:0015077	centrale cartilage	1	1
UBERON:0005624	suprarenal artery	1	1
UBERON:0002786	root of abducens nerve	1	1
UBERON:0011319	disk of temporomandibular joint	1	1
UBERON:0008853	parietal yolk sac	1	1
UBERON:0006771	long bone epiphyseal plate proliferative zone	0	1
UBERON:0004544	epididymis epithelium	1	1
UBERON:2001905	epibranchial 1 element	0	1
UBERON:2001234	hypobranchial 4 bone	0	1
UBERON:0011910	gastrocnemius externus	0	1
UBERON:0008956	involucrum	0	1
UBERON:0035386	space of Mall	1	1
UBERON:2005224	yolk larval melanophore stripe	0	1
UBERON:2001612	sensory canal	0	0
UBERON:0001470	glenohumeral joint	1	1
UBERON:2001763	pectoral fin lepidotrichium 3	0	0
UBERON:0004905	articulation	1	1
UBERON:2001950	inter-premaxillary joint	0	1
UBERON:2000899	hypaxial region somite 29	0	1
UBERON:0011871	nasomaxillary suture	1	1
UBERON:2000611	visceromotor column	0	1
UBERON:0001237	paraaortic body	1	1
UBERON:0013749	metaphysis of humerus	1	1
UBERON:0002376	cranial muscle	1	1
UBERON:0004638	blood vessel endothelium	1	1
UBERON:0004263	upper arm skin	0	1
UBERON:0006713	foramen cecum of frontal bone	1	1
UBERON:0017294	horn of hemipenis	0	0
UBERON:0009678	tooth row	1	1
UBERON:3000717	amphicoelous	0	1
UBERON:0001436	phalanx of manus	1	1
UBERON:0006253	embryonic intraretinal space	1	1
UBERON:0002010	celiac nerve plexus	1	1
UBERON:0000924	ectoderm	1	1
UBERON:0010732	alisphenoid pre-cartilage condensation	1	1
UBERON:2001857	hyoidean artery	0	0
UBERON:0000908	hippocampal commissure	1	1
UBERON:0002264	olfactory bulb	1	1
UBERON:0003655	molar tooth	1	1
UBERON:0000491	solid compound organ	1	1
UBERON:0017631	calcified structure of brain	0	1
UBERON:0027245	matrix part of head of caudate nucleus	0	1
UBERON:0010988	teres major pre-muscle mass	1	1
UBERON:4200031	caudalipuboischiotibialis	0	1
UBERON:0009895	atrial siphon primordia	0	0
UBERON:0005259	lower leg mesenchyme	1	1
UBERON:0016850	nucleus of phrenic nerve	1	1
UBERON:0002234	proximal phalanx of manus	1	1
UBERON:0002779	lateral superior olivary nucleus	1	1
UBERON:2000508	pelvic fin radial bone	0	0
UBERON:0014454	visceral abdominal adipose tissue	0	1
UBERON:0014398	respiratory muscle	0	1
UBERON:0006133	funiculus of neuraxis	1	1
UBERON:2105383	dorsal fin proximal radial element 6	0	0
UBERON:0005305	thyroid follicle	1	1
UBERON:0007838	spinal cord white commissure	1	1
UBERON:0012359	pedal digitopodium bone	1	1
UBERON:3010778	jugal ramule	0	0
UBERON:0004325	middle phalanx of pedal digit 3	1	1
UBERON:2000592	superficial pelvic adductor	0	1
UBERON:0003603	lower respiratory tract cartilage	1	1
UBERON:2001988	centrum 6	0	1
